name,title,stars,review
Caregiver ,It worth it,5.0 out of 5 stars,"Remote, and clock"
Richard  Blakley,You can not buy better!,5.0 out of 5 stars,"Love The study power, long life, and price"
Sammi Jo,Good price,5.0 out of 5 stars,Haven’t used these much. Just bought them to have on hand
Madeupagin,Exactly What I Needed,5.0 out of 5 stars,"It is exactly what it says it is: basic. We have a flashlight (a tiny one) that needs replacement after every use - no matter what kind of battery we've used: Energizer, Duracell, etc. If you have to replace them no matter the kind of battery you use, this is a good deal."
Icon,Quality!,5.0 out of 5 stars,High quality. Does what it needs to do. Would buy again without any hesitation.
Pemone,Great price!  Good value!,5.0 out of 5 stars,Can’t beat the price!
EmmV,Pretty good,5.0 out of 5 stars,They actually last pretty long i used them once a day for a few minutes for 6 months
S. D.,N/A,5.0 out of 5 stars,N/A
david arnold,Good for the money,5.0 out of 5 stars,Good for the money
TruBlu Supply,Great Value,5.0 out of 5 stars,Cant beat the price and they work just as long as the name brands
Janet,Great value,5.0 out of 5 stars,Very good for price wish they lasted a little better but they work
Chris,did not last at all,1.0 out of 5 stars,lost voltage very quickly
T. harden,Would buy again,5.0 out of 5 stars,These last a long time and are a great value for the money.
Todd Adrian,"Product just as described, fast shipping.",5.0 out of 5 stars,"Product just as described, fast shipping."
Frank Wilcox,Nice,5.0 out of 5 stars,Great item very fast shipping THANKS AA++
Monique Maldonado,These are awesome,5.0 out of 5 stars,They last long and the shipping is fast
Mikey,Not worth buying.,1.0 out of 5 stars,Dont buy these batteries. I put 3 in a night light and it was like putting in 3 dead batteries. I am so disappointed in Amazon. They sell to make a dollar and they dont care about quality or value.
Bable,Good long lasting battery is much cheaper than the other namebrand batteries,5.0 out of 5 stars,Good long lasting battery is much cheaper than the other namebrand batteries
ohioflyer,Thanks for prompt shipment,5.0 out of 5 stars,Great value for really good batteries
Shahriar,OK,5.0 out of 5 stars,OK
ANDREW E NAKHAMIS,Great everyday use,5.0 out of 5 stars,All working as good as Home Depot but much cheaper
EvanClement,Picture looks like AA,5.0 out of 5 stars,"I thought they were double A's haha but still, good deal"
AJ Nito,Value for the Money.,5.0 out of 5 stars,Best value for the money for a pack.
Andy cruz,Awesome,5.0 out of 5 stars,Just what I needed
Lindsey,Some batteries dead on arrival,1.0 out of 5 stars,Straight out of the box a group of four packaged batteries were dead and would not work in my remote control. Next set of four I opened did work confirming that it wasn't my remote. Don't plan on buying this brand again.
Anitta Schumacher,Great,5.0 out of 5 stars,Great
Joshua Rhine,Incredible Value,5.0 out of 5 stars,"WOW, amazing value. 100 for $20, and they seem to last as long as any other brand."
Peter Paul,Great value.,5.0 out of 5 stars,Just as good as top brands for less.
Bainmeister,I am hooked on Amazon basics batteries.,5.0 out of 5 stars,"Just as good as Duracell, in my opinion. I've been very happy and it's the only battery I buy due to quality and price"
Lyle W.,"its a battery,what can you say.",4.0 out of 5 stars,Its a battery.
Penny,Worth the money,5.0 out of 5 stars,Long lasting
Theresa B.,They work,5.0 out of 5 stars,Keeps remotes working & toys annoying
M!!!,Perfect...,5.0 out of 5 stars,Perfect...
Bob in Vegas,Decent Value,5.0 out of 5 stars,They Don't last as long as the Name Brands however it's still a Decent Value
Bob in Vegas,Decent Value,5.0 out of 5 stars,They Don't last as long as the Name Brands however it's still a Decent Value
JM,Not rechargeable,1.0 out of 5 stars,"I search amazon for ""rechargeable batteries"" and these come up. They look like other amazon rechargeables that I own so I buy them. But they are not rechargeable... If you want rechargeable amazon batteries, look for the ones with a green ring on the top."
A.C.,"Average quality, decent price",4.0 out of 5 stars,These batteries seem to be of about average quality and reasonably priced. Good purchase.
ShawWolfeForever,Junk,1.0 out of 5 stars,JUNK
Jeffery D. Shaw,I’ll buy again,5.0 out of 5 stars,These are good batteries at a good price
Ryan B,Good value,4.0 out of 5 stars,Another cheap battery but a nice value
htrekker,Quality,5.0 out of 5 stars,Great quality!
steve,GREAT VALUE,5.0 out of 5 stars,GREAT PRICE LOVE HOW THEY COME WRAPPED UP IN PACKS OF FOUR
Randtx,Good value,5.0 out of 5 stars,Good value 36 pack
Pam Surratt,Batteries,5.0 out of 5 stars,Batteries
Gregory A. Lyons,AAA Batteries 2019,5.0 out of 5 stars,"Great item, arrived very quickly, and it last longer."
Mr Sharma,Nothing so special,4.0 out of 5 stars,"Just a regular battery, it is little cheaper than other brands."
hawdee,Exactly what I wanted,5.0 out of 5 stars,Look elegant. Exactly what I was hoping for.
Alan813,Great value,5.0 out of 5 stars,Good for price
John P.,well worth the price,5.0 out of 5 stars,good as the bunny
SelectEdd,It works.,5.0 out of 5 stars,Great value for the money.
Razvan D Ungureanu,Good quality  for a decent price,5.0 out of 5 stars,"Very good batteries at an affordable price, used them for some of my X-Mass lights and they did a great job"
👌,Good,5.0 out of 5 stars,All ok
Ronald Zimm,Low cost,5.0 out of 5 stars,Great delivery and long lasting.
A. Adi,Very nice,5.0 out of 5 stars,Nice batteries and no issues.
C Flynn,Great for the price,5.0 out of 5 stars,No issues great for the price
Katie burris,Great Batteries,5.0 out of 5 stars,Best batteries at a great price
CW,Economical batteries,5.0 out of 5 stars,Convenient and cost effective for batteries.
DavidK,Great value,5.0 out of 5 stars,Great and long lasting
Bob ,Good peoduct,5.0 out of 5 stars,Good value
Raziala,Amazing kit for batteries,5.0 out of 5 stars,The whole bundle comes in with a lot of batteries that I can use at least for half year. The package is simple that can not well protect the things inside. The batteries work well in my appliances.
Rafael Rodriguez,Si,4.0 out of 5 stars,Si
Buckwheat91,Good buy,5.0 out of 5 stars,These last pretty long compared to other brands. I love the quantity options.
Amber,Dont forget batteries,5.0 out of 5 stars,Always need batteries
ARL,Never run out of batteries again,5.0 out of 5 stars,"We tend to forget to buy batteries until hurricane season rolls around, so what a lifesaver this package is. We've purchased several different sizes, all good. They appear to last as long as other brands. Will definitely order more."
Gayle,Good buy.,5.0 out of 5 stars,"I keep a bag hanging in my pantry of all sizes of batteries (just one of my things). These AmazonBasics have held their own along with some more expensive brands. Haven't tested them one on one with other brands, but haven't noticed replacing these more often."
JAY H.,As good as any.,5.0 out of 5 stars,As good as any.
Carlos J,Nice quality!,5.0 out of 5 stars,"So far so good. These are nice, average AAA batteries. The package is very nice and neatly organized inside little, flat boxes."
Bob,Good Deal,5.0 out of 5 stars,"Good batteries at a good price, no issues here."
Kymberley Tucker,Battery,5.0 out of 5 stars,Works as should
Justin,Solid performance. Great price.,5.0 out of 5 stars,Flawless. Plan to re-order when i run out. (if i dont switch to rechargeables by then)
R. Contello,great batteries,5.0 out of 5 stars,"its amazing how cheap, yet strong these things are."
osvaldo gonzalez,La buena calidad,5.0 out of 5 stars,son buenísimas tiene mucha duración se los recomiendo
MichiganTraveler,Long lasting batteries,5.0 out of 5 stars,"Great long lasting batteries. I ordered these to use in an LED book light. I have also installed them in a small flashlight. The Amazon batteries last at least twice as long as a the value brand I had been using in my book light. Good value, good performance."
Joe,much better option. I will always reorder these in the ...,5.0 out of 5 stars,"Have used these for a few weeks and find they do not last quite as long as Duracell, but they are 1/3 the price. The price difference makes them a much, much better option. I will always reorder these in the future instead of the competition."
Charles E.,"cheap is one thing, but this is crap",2.0 out of 5 stars,more than half of the batteries are less than half charged.
Amazon Customer,Buy them now!,5.0 out of 5 stars,I will never buy any other batteries! These are great!
Marlow,Worth it,5.0 out of 5 stars,Nice batteries for the price
jigme,Loving it!!! Good value,5.0 out of 5 stars,Can’t get any better unless they come with new battery technology
Newkirk ,The best for the $$$,5.0 out of 5 stars,I will probably never buy any other batteries ever again
Jed Daugherty,not a great value,2.0 out of 5 stars,The batteries test fully charged when I install them and then a month later they are gone. That is not a great value at all. I will find another battery for future use.
Amazon Customer,amazonbattery,3.0 out of 5 stars,dont last very long. not good for my use
Quang Su,Awesome,5.0 out of 5 stars,Better than I thought.
Sharla Wall,Good batteries,5.0 out of 5 stars,We love these batteries! W it being a big box we have batteries for a while and they seem to last good.
SDiane,Not having to go to the store.,3.0 out of 5 stars,They conveinace of having a supply on hand when they stop working.
Robert G. Kelly,Well worth the Pric !!!,5.0 out of 5 stars,Since I am a cable cutter----I have quite a use for extra AAA batteries---for all of the extra TV remotes ETC. This is quite a great deal and is will worth the price. Big Thumbs Up.
Michael S.,"Good batteries, and useful packaging.",5.0 out of 5 stars,Good batteries. I especially liked the way they were packaged. Shrink wrapped in groups of four and in a re-sealable cardboard box that perfectly fit the quantity of batteries.
R Seholm,Great value,5.0 out of 5 stars,Great price.
Redsoxnation,Good Value,5.0 out of 5 stars,Good value batteries
Hobart,they work,5.0 out of 5 stars,right value for bulk
Chrissy Ann Lamphier,"Good batteries, great price",5.0 out of 5 stars,They worked! Thanks
bb gun,So affordable!,5.0 out of 5 stars,Works great
Ashley Siipola,Best batteries,5.0 out of 5 stars,Great value
Disappointed customer,Leaking white stuff!,1.0 out of 5 stars,Leaking white stuff.
marianela davis,Good brand,4.0 out of 5 stars,Good brand.
